日期,液氯华北
2014-06-27,500.0
2014-06-30,500.0
2014-07-01,500.0
2014-07-02,500.0
2014-07-03,500.0
2014-07-04,650.0
2014-07-07,650.0
2014-07-08,650.0
2014-07-09,650.0
2014-07-10,650.0
2014-07-11,650.0
2014-07-14,650.0
2014-07-15,600.0
2014-07-16,600.0
2014-07-17,600.0
2014-07-18,500.0
2014-07-21,500.0
2014-07-22,450.0
2014-07-23,450.0
2014-07-24,400.0
2014-07-25,400.0
2014-07-28,400.0
2014-07-29,400.0
2014-07-30,400.0
2014-07-31,400.0
2014-08-01,500.0
2014-08-04,500.0
2014-08-05,500.0
2014-08-06,500.0
2014-08-07,500.0
2014-08-08,500.0
2014-08-11,500.0
2014-08-12,600.0
2014-08-13,600.0
2014-08-14,600.0
2014-08-15,600.0
2014-08-18,700.0
2014-08-19,700.0
2014-08-20,700.0
2014-08-21,700.0
2014-08-22,650.0
2014-08-25,650.0
2014-08-26,650.0
2014-08-27,600.0
2014-08-28,600.0
2014-08-29,600.0
2014-09-01,600.0
2014-09-02,600.0
2014-09-03,600.0
2014-09-04,600.0
2014-09-05,600.0
2014-09-09,600.0
2014-09-10,600.0
2014-09-11,600.0
2014-09-12,600.0
2014-09-15,600.0
2014-09-16,600.0
2014-09-17,600.0
2014-09-18,600.0
2014-09-19,600.0
2014-09-22,600.0
2014-09-23,600.0
2014-09-24,600.0
2014-09-25,600.0
2014-09-26,600.0
2014-09-29,600.0
2014-09-30,600.0
2014-10-08,600.0
2014-10-09,600.0
2014-10-10,600.0
2014-10-13,600.0
2014-10-14,600.0
2014-10-15,600.0
2014-10-16,600.0
2014-10-17,600.0
2014-10-20,600.0
2014-10-21,600.0
2014-10-22,600.0
2014-10-23,600.0
2014-10-24,600.0
2014-10-27,600.0
2014-10-28,600.0
2014-10-29,600.0
2014-10-30,600.0
2014-10-31,600.0
2014-11-03,800.0
2014-11-04,800.0
2014-11-05,800.0
2014-11-06,800.0
2014-11-07,800.0
2014-11-10,800.0
2014-11-11,800.0
2014-11-12,800.0
2014-11-13,800.0
2014-11-14,800.0
2014-11-17,800.0
2014-11-18,800.0
2014-11-19,800.0
2014-11-20,800.0
2014-11-21,800.0
2014-11-24,800.0
2014-11-25,800.0
2014-11-26,800.0
2014-11-27,700.0
2014-11-28,500.0
2014-12-01,500.0
2014-12-02,600.0
2014-12-03,600.0
2014-12-04,600.0
2014-12-05,600.0
2014-12-08,600.0
2014-12-09,600.0
2014-12-10,600.0
2014-12-11,600.0
2014-12-12,600.0
2014-12-15,600.0
2014-12-16,600.0
2014-12-17,600.0
2014-12-18,600.0
2014-12-19,600.0
2014-12-22,600.0
2014-12-23,600.0
2014-12-24,600.0
2014-12-25,600.0
2014-12-26,600.0
2014-12-29,600.0
2014-12-30,600.0
2014-12-31,600.0
2015-01-05,600.0
2015-01-06,600.0
2015-01-07,600.0
2015-01-08,600.0
2015-01-09,600.0
2015-01-12,500.0
2015-01-13,500.0
2015-01-14,400.0
2015-01-15,400.0
2015-01-16,400.0
2015-01-19,500.0
2015-01-20,500.0
2015-01-21,600.0
2015-01-22,600.0
2015-01-23,600.0
2015-01-26,600.0
2015-01-27,600.0
2015-01-28,600.0
2015-01-29,600.0
2015-01-30,600.0
2015-02-02,600.0
2015-02-03,600.0
2015-02-04,600.0
2015-02-05,600.0
2015-02-06,550.0
2015-02-09,450.0
2015-02-10,350.0
2015-02-11,400.0
2015-02-12,400.0
2015-02-13,400.0
2015-02-16,400.0
2015-02-17,400.0
2015-02-25,500.0
2015-02-26,500.0
2015-02-27,500.0
2015-03-02,450.0
2015-03-03,450.0
2015-03-04,600.0
2015-03-05,600.0
2015-03-06,600.0
2015-03-09,600.0
2015-03-10,600.0
2015-03-11,600.0
2015-03-12,600.0
2015-03-13,750.0
2015-03-16,600.0
2015-03-17,600.0
2015-03-18,600.0
2015-03-19,700.0
2015-03-20,700.0
2015-03-23,500.0
2015-03-24,500.0
2015-03-25,550.0
2015-03-26,650.0
2015-03-27,650.0
2015-03-30,650.0
2015-03-31,550.0
2015-04-01,550.0
2015-04-02,550.0
2015-04-03,550.0
2015-04-07,550.0
2015-04-08,550.0
2015-04-09,550.0
2015-04-10,550.0
2015-04-13,550.0
2015-04-14,600.0
2015-04-15,600.0
2015-04-16,600.0
2015-04-17,600.0
2015-04-20,600.0
2015-04-21,600.0
2015-04-22,600.0
2015-04-23,600.0
2015-04-24,600.0
2015-04-27,600.0
2015-04-28,600.0
2015-04-29,600.0
2015-04-30,600.0
2015-05-04,600.0
2015-05-05,600.0
2015-05-06,600.0
2015-05-07,600.0
2015-05-08,600.0
2015-05-11,600.0
2015-05-12,600.0
2015-05-13,600.0
2015-05-14,600.0
2015-05-15,600.0
2015-05-18,600.0
2015-05-19,600.0
2015-05-20,600.0
2015-05-21,600.0
2015-05-22,600.0
2015-05-25,600.0
2015-05-26,600.0
2015-05-27,700.0
2015-05-28,700.0
2015-05-29,700.0
2015-06-01,700.0
2015-06-02,700.0
2015-06-03,700.0
2015-06-04,700.0
2015-06-05,700.0
2015-06-08,700.0
2015-06-09,700.0
2015-06-10,700.0
2015-06-11,700.0
2015-06-12,700.0
2015-06-15,700.0
2015-06-16,700.0
2015-06-17,700.0
2015-06-18,700.0
2015-06-19,700.0
2015-06-23,700.0
2015-06-24,700.0
2015-06-25,700.0
2015-06-26,700.0
2015-06-29,700.0
2015-06-30,700.0
2015-07-01,700.0
2015-07-02,650.0
2015-07-03,600.0
2015-07-06,400.0
2015-07-07,400.0
2015-07-08,400.0
2015-07-09,400.0
2015-07-10,400.0
2015-07-13,300.0
2015-07-14,100.0
2015-07-15,100.0
2015-07-16,200.0
2015-07-17,300.0
2015-07-20,300.0
2015-07-21,400.0
2015-07-22,400.0
2015-07-23,400.0
2015-07-24,400.0
2015-07-27,400.0
2015-07-28,400.0
2015-07-29,400.0
2015-07-30,300.0
2015-07-31,300.0
2015-08-03,200.0
2015-08-04,200.0
2015-08-05,200.0
2015-08-06,150.0
2015-08-07,150.0
2015-08-10,100.0
2015-08-11,100.0
2015-08-12,100.0
2015-08-13,100.0
2015-08-14,100.0
2015-08-17,10.0
2015-08-18,10.0
2015-08-19,10.0
2015-08-20,10.0
2015-08-21,10.0
2015-08-24,10.0
2015-08-25,10.0
2015-08-26,10.0
2015-08-27,10.0
2015-08-28,10.0
2015-08-31,10.0
2015-09-01,10.0
2015-09-02,10.0
2015-09-07,100.0
2015-09-08,200.0
2015-09-09,200.0
2015-09-10,200.0
2015-09-11,200.0
2015-09-14,200.0
2015-09-15,200.0
2015-09-16,200.0
2015-09-17,200.0
2015-09-18,200.0
2015-09-21,200.0
2015-09-22,200.0
2015-09-23,200.0
2015-09-24,300.0
2015-09-25,300.0
2015-09-28,300.0
2015-09-29,300.0
2015-09-30,300.0
2015-10-08,300.0
2015-10-09,300.0
2015-10-12,300.0
2015-10-13,300.0
2015-10-14,300.0
2015-10-15,300.0
2015-10-16,600.0
2015-10-19,600.0
2015-10-20,600.0
2015-10-21,600.0
2015-10-22,600.0
2015-10-23,600.0
2015-10-26,600.0
2015-10-27,600.0
2015-10-28,600.0
2015-10-29,600.0
2015-10-30,600.0
2015-11-02,600.0
2015-11-03,600.0
2015-11-04,600.0
2015-11-05,500.0
2015-11-06,500.0
2015-11-09,500.0
2015-11-10,500.0
2015-11-11,500.0
2015-11-12,500.0
2015-11-13,500.0
2015-11-16,500.0
2015-11-17,500.0
2015-11-18,500.0
2015-11-19,500.0
2015-11-20,400.0
2015-11-23,300.0
2015-11-24,250.0
2015-11-25,250.0
2015-11-26,200.0
2015-11-27,300.0
2015-11-30,400.0
2015-12-01,500.0
2015-12-02,500.0
2015-12-03,500.0
2015-12-04,500.0
2015-12-07,500.0
2015-12-08,500.0
2015-12-09,500.0
2015-12-10,500.0
2015-12-11,700.0
2015-12-14,700.0
2015-12-15,700.0
2015-12-16,700.0
2015-12-17,700.0
2015-12-18,700.0
2015-12-21,700.0
2015-12-22,700.0
2015-12-23,700.0
2015-12-24,600.0
2015-12-25,600.0
2015-12-28,600.0
2015-12-29,600.0
2015-12-30,600.0
2015-12-31,600.0
2016-01-04,600.0
2016-01-05,600.0
2016-01-06,600.0
2016-01-07,600.0
2016-01-08,600.0
2016-01-11,600.0
2016-01-12,450.0
2016-01-13,450.0
2016-01-14,450.0
2016-01-15,400.0
2016-01-18,300.0
2016-01-19,200.0
2016-01-20,300.0
2016-01-21,300.0
2016-01-22,450.0
2016-01-25,450.0
2016-01-26,350.0
2016-01-27,250.0
2016-01-28,150.0
2016-01-29,100.0
2016-02-01,100.0
2016-02-02,200.0
2016-02-03,200.0
2016-02-04,200.0
2016-02-05,200.0
2016-02-15,400.0
2016-02-16,400.0
2016-02-17,400.0
2016-02-18,400.0
2016-02-19,100.0
2016-02-22,200.0
2016-02-23,200.0
2016-02-24,200.0
2016-02-25,200.0
2016-02-26,300.0
2016-02-29,300.0
2016-03-01,200.0
2016-03-02,200.0
2016-03-03,400.0
2016-03-04,400.0
2016-03-07,400.0
2016-03-08,300.0
2016-03-09,300.0
2016-03-10,400.0
2016-03-11,400.0
2016-03-14,400.0
2016-03-15,400.0
2016-03-16,300.0
2016-03-17,400.0
2016-03-18,450.0
2016-03-21,450.0
2016-03-22,450.0
2016-03-23,450.0
2016-03-24,450.0
2016-03-25,450.0
2016-03-28,450.0
2016-03-29,450.0
2016-03-30,450.0
2016-03-31,450.0
2016-04-01,400.0
2016-04-05,350.0
2016-04-06,300.0
2016-04-07,300.0
2016-04-08,450.0
2016-04-11,450.0
2016-04-12,450.0
2016-04-13,450.0
2016-04-14,450.0
2016-04-15,450.0
2016-04-18,450.0
2016-04-19,450.0
2016-04-20,450.0
2016-04-21,450.0
2016-04-22,450.0
2016-04-25,450.0
2016-04-26,400.0
2016-04-27,300.0
2016-04-28,200.0
2016-04-29,300.0
2016-05-03,400.0
2016-05-04,400.0
2016-05-05,300.0
2016-05-06,300.0
2016-05-09,300.0
2016-05-10,150.0
2016-05-11,200.0
2016-05-12,250.0
2016-05-13,250.0
2016-05-16,200.0
2016-05-17,200.0
2016-05-18,250.0
2016-05-19,250.0
2016-05-20,200.0
2016-05-23,200.0
2016-05-24,200.0
2016-05-25,200.0
2016-05-26,200.0
2016-05-27,250.0
2016-05-30,350.0
2016-05-31,400.0
2016-06-01,400.0
2016-06-02,400.0
2016-06-03,400.0
2016-06-06,400.0
2016-06-07,100.0
2016-06-08,100.0
2016-06-13,200.0
2016-06-14,300.0
2016-06-15,350.0
2016-06-16,350.0
2016-06-17,400.0
2016-06-20,200.0
2016-06-21,150.0
2016-06-22,150.0
2016-06-23,150.0
2016-06-24,200.0
2016-06-27,150.0
2016-06-28,150.0
2016-06-29,100.0
2016-06-30,50.0
2016-07-01,50.0
2016-07-04,50.0
2016-07-05,50.0
2016-07-06,10.0
2016-07-07,10.0
2016-07-08,10.0
2016-07-11,10.0
2016-07-12,10.0
2016-07-13,10.0
2016-07-14,10.0
2016-07-15,10.0
2016-07-18,10.0
2016-07-19,10.0
2016-07-20,10.0
2016-07-21,10.0
2016-07-22,50.0
2016-07-25,10.0
2016-07-26,10.0
2016-07-27,10.0
2016-07-28,10.0
2016-07-29,10.0
2016-08-01,10.0
2016-08-02,10.0
2016-08-03,10.0
2016-08-04,10.0
2016-08-05,10.0
2016-08-08,10.0
2016-08-09,10.0
2016-08-10,10.0
2016-08-11,10.0
2016-08-12,10.0
2016-08-15,10.0
2016-08-16,10.0
2016-08-17,10.0
2016-08-18,10.0
2016-08-19,10.0
2016-08-22,10.0
2016-08-23,10.0
2016-08-24,10.0
2016-08-25,10.0
2016-08-26,10.0
2016-08-29,10.0
2016-08-30,10.0
2016-08-31,10.0
2016-09-01,10.0
2016-09-02,10.0
2016-09-05,100.0
2016-09-06,100.0
2016-09-07,100.0
2016-09-08,100.0
2016-09-09,150.0
2016-09-12,100.0
2016-09-13,50.0
2016-09-14,50.0
2016-09-19,10.0
2016-09-20,10.0
2016-09-21,10.0
2016-09-22,10.0
2016-09-23,10.0
2016-09-26,100.0
2016-09-27,100.0
2016-09-28,10.0
2016-09-29,10.0
2016-09-30,10.0
2016-10-10,10.0
2016-10-11,10.0
2016-10-12,10.0
2016-10-13,10.0
2016-10-14,10.0
2016-10-17,100.0
2016-10-18,100.0
2016-10-19,100.0
2016-10-20,50.0
2016-10-21,10.0
2016-10-24,10.0
2016-10-25,10.0
2016-10-26,10.0
2016-10-27,10.0
2016-10-28,10.0
2016-10-31,10.0
2016-11-01,10.0
2016-11-02,10.0
2016-11-03,10.0
2016-11-04,10.0
2016-11-07,10.0
2016-11-08,10.0
2016-11-09,10.0
2016-11-10,10.0
2016-11-11,10.0
2016-11-14,10.0
2016-11-15,10.0
2016-11-16,10.0
2016-11-17,10.0
2016-11-18,50.0
2016-11-21,100.0
2016-11-22,100.0
2016-11-23,100.0
2016-11-24,10.0
2016-11-25,10.0
2016-11-28,100.0
2016-11-29,200.0
2016-11-30,200.0
2016-12-01,200.0
2016-12-02,10.0
2016-12-05,10.0
2016-12-06,10.0
2016-12-07,10.0
2016-12-08,10.0
2016-12-09,10.0
2016-12-12,10.0
2016-12-13,10.0
2016-12-14,10.0
2016-12-15,50.0
2016-12-16,10.0
2016-12-19,10.0
2016-12-20,10.0
2016-12-21,10.0
2016-12-22,10.0
2016-12-23,10.0
2016-12-26,10.0
2016-12-27,10.0
2016-12-28,10.0
2016-12-29,10.0
2016-12-30,10.0
2017-01-03,10.0
2017-01-04,10.0
2017-01-05,10.0
2017-01-06,10.0
2017-01-09,10.0
2017-01-10,10.0
2017-01-11,10.0
2017-01-12,10.0
2017-01-13,10.0
2017-01-16,10.0
2017-01-17,10.0
2017-01-18,10.0
2017-01-19,10.0
2017-01-20,10.0
2017-01-23,10.0
2017-01-24,10.0
2017-01-25,10.0
2017-01-26,10.0
2017-02-03,10.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,1.0
2017-02-09,1.0
2017-02-10,100.0
2017-02-13,200.0
2017-02-14,200.0
2017-02-15,150.0
2017-02-16,150.0
2017-02-17,100.0
2017-02-20,100.0
2017-02-21,100.0
2017-02-22,100.0
2017-02-23,100.0
2017-02-24,100.0
2017-02-27,100.0
2017-02-28,100.0
2017-03-01,100.0
2017-03-02,100.0
2017-03-03,100.0
2017-03-06,100.0
2017-03-07,100.0
2017-03-08,100.0
2017-03-09,100.0
2017-03-10,100.0
2017-03-13,100.0
2017-03-14,100.0
2017-03-15,100.0
2017-03-16,100.0
2017-03-17,100.0
2017-03-20,100.0
2017-03-21,100.0
2017-03-22,100.0
2017-03-23,100.0
2017-03-24,100.0
2017-03-27,300.0
2017-03-28,350.0
2017-03-29,400.0
2017-03-30,400.0
2017-03-31,400.0
2017-04-05,400.0
2017-04-06,100.0
2017-04-07,100.0
2017-04-10,100.0
2017-04-11,100.0
2017-04-12,100.0
2017-04-13,100.0
2017-04-14,100.0
2017-04-17,100.0
2017-04-18,50.0
2017-04-19,50.0
2017-04-20,50.0
2017-04-21,50.0
2017-04-24,50.0
2017-04-25,50.0
2017-04-26,50.0
2017-04-27,50.0
2017-04-28,50.0
2017-05-02,50.0
2017-05-03,50.0
2017-05-04,50.0
2017-05-05,50.0
2017-05-08,50.0
2017-05-09,50.0
2017-05-10,50.0
2017-05-11,50.0
2017-05-12,50.0
2017-05-15,50.0
2017-05-16,50.0
2017-05-17,50.0
2017-05-18,50.0
2017-05-19,50.0
2017-05-22,50.0
2017-05-23,50.0
2017-05-24,50.0
2017-05-25,100.0
2017-05-26,100.0
2017-05-31,150.0
2017-06-01,150.0
2017-06-02,100.0
2017-06-05,100.0
2017-06-06,100.0
2017-06-07,100.0
2017-06-08,100.0
2017-06-09,100.0
2017-06-12,100.0
2017-06-13,100.0
2017-06-14,100.0
2017-06-15,100.0
2017-06-16,100.0
2017-06-19,100.0
2017-06-20,100.0
2017-06-21,100.0
2017-06-22,100.0
2017-06-23,100.0
2017-06-26,100.0
2017-06-27,100.0
2017-06-28,100.0
2017-06-29,100.0
2017-06-30,100.0
2017-07-03,100.0
2017-07-04,100.0
2017-07-05,100.0
2017-07-06,100.0
2017-07-07,100.0
2017-07-10,100.0
2017-07-11,100.0
2017-07-12,100.0
2017-07-13,100.0
2017-07-14,100.0
2017-07-17,100.0
2017-07-18,100.0
2017-07-19,100.0
2017-07-20,100.0
2017-07-21,100.0
2017-07-24,100.0
2017-07-25,100.0
2017-07-26,100.0
2017-07-27,100.0
2017-07-28,100.0
2017-07-31,100.0
2017-08-01,100.0
2017-08-02,100.0
2017-08-03,100.0
2017-08-04,100.0
2017-08-07,100.0
2017-08-08,100.0
2017-08-09,100.0
2017-08-10,100.0
2017-08-11,100.0
2017-08-14,100.0
2017-08-15,100.0
2017-08-16,100.0
2017-08-17,100.0
2017-08-18,100.0
2017-08-21,100.0
2017-08-22,100.0
2017-08-23,100.0
2017-08-24,100.0
2017-08-25,100.0
2017-08-28,100.0
2017-08-29,100.0
2017-08-30,100.0
2017-08-31,100.0
2017-09-01,100.0
2017-09-04,100.0
2017-09-05,100.0
2017-09-06,100.0
2017-09-07,100.0
2017-09-08,100.0
2017-09-11,100.0
2017-09-12,100.0
2017-09-13,100.0
2017-09-14,100.0
2017-09-15,100.0
2017-09-18,100.0
2017-09-19,100.0
2017-09-20,100.0
2017-09-21,100.0
2017-09-22,100.0
2017-09-25,100.0
2017-09-26,100.0
2017-09-27,100.0
2017-09-28,100.0
2017-09-29,100.0
2017-10-09,100.0
2017-10-10,100.0
2017-10-11,100.0
2017-10-12,100.0
2017-10-13,100.0
2017-10-16,100.0
2017-10-17,100.0
2017-10-18,100.0
2017-10-19,100.0
2017-10-20,100.0
2017-10-23,100.0
2017-10-24,100.0
2017-10-25,100.0
2017-10-26,100.0
2017-10-27,100.0
2017-10-30,100.0
2017-10-31,100.0
2017-11-01,100.0
2017-11-02,100.0
2017-11-03,100.0
2017-11-06,100.0
2017-11-07,100.0
2017-11-08,100.0
2017-11-09,100.0
2017-11-10,100.0
2017-11-13,100.0
2017-11-14,100.0
2017-11-15,100.0
2017-11-16,100.0
2017-11-17,100.0
2017-11-20,100.0
2017-11-21,100.0
2017-11-22,100.0
2017-11-23,100.0
2017-11-24,100.0
2017-11-27,100.0
2017-11-28,100.0
2017-11-29,100.0
2017-11-30,100.0
2017-12-01,100.0
2017-12-04,100.0
2017-12-05,100.0
2017-12-06,100.0
2017-12-07,100.0
2017-12-08,100.0
2017-12-11,100.0
2017-12-12,100.0
2017-12-13,100.0
2017-12-14,100.0
2017-12-15,100.0
2017-12-18,100.0
2017-12-19,100.0
2017-12-20,100.0
2017-12-21,100.0
2017-12-22,100.0
2017-12-25,100.0
2017-12-26,100.0
2017-12-27,100.0
2017-12-28,100.0
2017-12-29,100.0
2018-01-02,100.0
2018-01-03,100.0
2018-01-04,100.0
2018-01-05,100.0
2018-01-08,100.0
2018-01-09,100.0
2018-01-10,100.0
2018-01-11,100.0
2018-01-12,100.0
2018-01-15,100.0
2018-01-16,100.0
2018-01-17,100.0
2018-01-18,100.0
2018-01-19,100.0
2018-01-22,100.0
2018-01-23,100.0
2018-01-24,100.0
2018-01-25,100.0
2018-01-26,100.0
2018-01-29,100.0
2018-01-30,100.0
2018-01-31,100.0
2018-02-01,100.0
2018-02-02,100.0
2018-02-05,100.0
2018-02-06,100.0
2018-02-07,100.0
2018-02-08,100.0
2018-02-09,100.0
2018-02-12,100.0
2018-02-13,100.0
2018-02-14,100.0
2018-02-22,100.0
2018-02-23,100.0
2018-02-26,100.0
2018-02-27,100.0
2018-02-28,100.0
2018-03-01,100.0
2018-03-02,100.0
2018-03-05,100.0
2018-03-06,100.0
2018-03-07,100.0
2018-03-08,100.0
2018-03-09,100.0
2018-03-12,100.0
2018-03-13,100.0
2018-03-14,100.0
2018-03-15,100.0
2018-03-16,100.0
2018-03-19,100.0
2018-03-20,100.0
2018-03-21,100.0
2018-03-22,100.0
2018-03-23,100.0
2018-03-26,100.0
2018-03-27,100.0
2018-03-28,100.0
2018-03-29,100.0
2018-03-30,100.0
2018-04-02,100.0
2018-04-03,100.0
2018-04-04,100.0
2018-04-09,100.0
2018-04-10,100.0
2018-04-11,100.0
2018-04-12,100.0
2018-04-13,100.0
2018-04-16,100.0
2018-04-17,100.0
2018-04-18,100.0
2018-04-19,100.0
2018-04-20,100.0
2018-04-23,100.0
2018-04-24,100.0
2018-04-25,100.0
2018-04-26,100.0
2018-04-27,100.0
2018-05-02,100.0
2018-05-03,100.0
2018-05-04,100.0
2018-05-07,100.0
2018-05-08,100.0
2018-05-09,100.0
2018-05-10,100.0
2018-05-11,100.0
2018-05-14,100.0
2018-05-15,100.0
2018-05-16,100.0
2018-05-17,100.0
2018-05-18,100.0
2018-05-21,100.0
2018-05-22,100.0
2018-05-23,100.0
2018-05-24,100.0
2018-05-25,100.0
2018-05-28,100.0
2018-05-29,100.0
2018-05-30,100.0
2018-05-31,100.0
2018-06-01,100.0
2018-06-04,100.0
2018-06-05,100.0
2018-06-06,100.0
2018-06-07,100.0
2018-06-08,100.0
2018-06-11,100.0
2018-06-12,100.0
2018-06-13,100.0
2018-06-14,100.0
2018-06-15,100.0
2018-06-19,100.0
2018-06-20,100.0
2018-06-21,100.0
2018-06-22,100.0
2018-06-25,100.0
2018-06-26,100.0
2018-06-27,100.0
2018-06-28,100.0
2018-06-29,100.0
2018-07-02,100.0
2018-07-03,100.0
2018-07-04,100.0
2018-07-05,100.0
2018-07-06,100.0
2018-07-09,100.0
2018-07-10,100.0
2018-07-11,100.0
2018-07-12,100.0
2018-07-13,100.0
2018-07-16,100.0
2018-07-17,100.0
2018-07-18,100.0
2018-07-19,100.0
2018-07-20,100.0
2018-07-23,100.0
2018-07-24,100.0
2018-07-25,100.0
2018-07-26,100.0
2018-07-27,100.0
2018-07-30,100.0
2018-07-31,100.0
2018-08-01,100.0
2018-08-02,100.0
2018-08-03,100.0
2018-08-06,100.0
2018-08-07,100.0
2018-08-08,100.0
2018-08-09,100.0
2018-08-10,100.0
2018-08-13,100.0
2018-08-14,100.0
2018-08-15,100.0
2018-08-16,100.0
2018-08-17,100.0
2018-08-20,100.0
2018-08-21,100.0
2018-08-22,100.0
2018-08-23,100.0
2018-08-24,100.0
2018-08-27,100.0
2018-08-28,100.0
2018-08-29,100.0
2018-08-30,100.0
2018-08-31,100.0
2018-09-03,100.0
2018-09-04,100.0
2018-09-05,100.0
2018-09-06,100.0
2018-09-07,100.0
2018-09-10,100.0
2018-09-11,100.0
2018-09-12,100.0
2018-09-13,100.0
2018-09-14,100.0
2018-09-17,100.0
2018-09-18,100.0
2018-09-19,100.0
2018-09-20,100.0
2018-09-21,100.0
2018-09-25,100.0
2018-09-26,100.0
2018-09-27,100.0
2018-09-28,100.0
2018-10-08,100.0
2018-10-09,100.0
2018-10-10,100.0
2018-10-11,100.0
2018-10-12,100.0
2018-10-15,100.0
2018-10-16,100.0
2018-10-17,100.0
2018-10-18,100.0
2018-10-19,100.0
2018-10-22,100.0
2018-10-23,100.0
2018-10-24,100.0
2018-10-25,100.0
2018-10-26,100.0
2018-10-29,300.0
2018-10-30,300.0
2018-10-31,300.0
2018-11-01,300.0
2018-11-02,200.0
2018-11-05,100.0
2018-11-06,50.0
2018-11-07,50.0
2018-11-08,50.0
2018-11-09,50.0
2018-11-12,1.0
2018-11-13,1.0
2018-11-14,1.0
2018-11-15,1.0
2018-11-16,1.0
2018-11-19,1.0
2018-11-20,1.0
2018-11-21,1.0
2018-11-22,1.0
2018-11-23,1.0
2018-11-26,1.0
2018-11-27,1.0
2018-11-28,1.0
2018-11-29,1.0
2018-11-30,1.0
2018-12-03,1.0
2018-12-04,1.0
2018-12-05,1.0
2018-12-06,1.0
2018-12-07,1.0
2018-12-10,1.0
2018-12-11,1.0
2018-12-12,1.0
2018-12-13,1.0
2018-12-14,1.0
2018-12-17,1.0
2018-12-18,1.0
2018-12-19,1.0
2018-12-20,1.0
2018-12-21,1.0
2018-12-24,1.0
2018-12-25,1.0
2018-12-26,1.0
2018-12-27,1.0
2018-12-28,1.0
2019-01-02,1.0
2019-01-03,1.0
2019-01-04,1.0
2019-01-07,1.0
2019-01-08,1.0
2019-01-09,1.0
2019-01-10,1.0
2019-01-11,1.0
2019-01-14,1.0
2019-01-15,1.0
2019-01-16,1.0
2019-01-17,1.0
2019-01-18,1.0
2019-01-21,1.0
2019-01-22,1.0
2019-01-23,1.0
2019-01-24,1.0
2019-01-25,1.0
2019-01-28,1.0
2019-01-29,1.0
2019-01-30,1.0
2019-01-31,1.0
2019-02-01,1.0
2019-02-11,1.0
2019-02-12,1.0
2019-02-13,1.0
2019-02-14,1.0
2019-02-15,1.0
2019-02-18,1.0
2019-02-19,1.0
2019-02-20,1.0
2019-02-21,1.0
2019-02-22,1.0
2019-02-25,1.0
2019-02-26,1.0
2019-02-27,1.0
2019-02-28,1.0
2019-03-01,1.0
2019-03-04,1.0
2019-03-05,1.0
2019-03-06,100.0
2019-03-07,100.0
2019-03-08,100.0
2019-03-11,100.0
2019-03-12,100.0
2019-03-13,100.0
2019-03-14,100.0
2019-03-15,100.0
2019-03-18,100.0
2019-03-19,100.0
2019-03-20,100.0
